1,4,10,2,8,U,1,0.0
2,4,10,2,8,S,1,0.0,0,1,1,1
3,4,10,2,8,U,1,0.0
4,4,10,2,8,S,1,0.0,1,0,0,0
5,4,10,2,8,S,1,0.0,0,0,1,1
6,4,10,2,8,S,1,0.0,1,1,0,1
7,4,10,2,8,S,1,0.0,0,0,0,0
8,4,10,2,8,U,1,0.0
9,4,10,2,8,U,1,0.0
10,4,10,2,8,U,1,0.0
11,8,16,2,16,U,1,991.5828704833984
12,8,16,2,16,U,1,990.1523590087891
13,8,16,2,16,S,1,1006.6032409667969,1,0,0,0,1,0,1,0
14,8,16,2,16,S,1,0.0,0,1,0,0,1,1,1,1
15,8,16,2,16,U,1,1122.2362518310547
16,8,16,2,16,U,1,991.3444519042969
17,8,16,2,16,S,1,0.0,1,0,0,0,0,0,1,0
18,8,16,2,16,U,1,1010.6563568115234
19,8,16,2,16,S,1,0.0,0,1,0,0,0,1,1,0
20,8,16,2,16,S,1,997.7817535400391,1,0,1,0,1,1,1,1
21,12,24,2,24,S,1,995.8744049072266,0,0,0,1,1,0,1,0,1,1,0,1
22,12,24,2,24,S,1,0.0,0,0,0,0,0,0,0,1,1,1,0,0
23,12,24,2,24,U,1,21744.489669799805
24,12,24,2,24,U,1,22007.226943969727
25,12,24,2,24,S,1,992.7749633789062,0,0,0,0,1,1,0,1,1,1,1,0
26,12,24,2,24,U,1,22920.13168334961
27,12,24,2,24,U,1,22086.85874938965
28,12,24,2,24,S,1,8119.106292724609,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,2,24,U,1,22739.887237548828
30,12,24,2,24,S,1,2999.544143676758,0,0,1,1,0,1,1,1,1,1,1,0
31,16,32,2,32,S,1,13995.885848999023,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
32,16,32,2,32,U,1,405990.3621673584
33,16,32,2,32,S,1,73896.16966247559,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
34,16,32,2,32,S,1,75004.10079956055,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
35,16,32,2,32,U,1,408016.9200897217
36,16,32,2,32,S,1,68704.84352111816,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
37,16,32,2,32,U,1,423168.1823730469
38,16,32,2,32,U,1,490886.6882324219
39,16,32,2,32,S,1,157630.20515441895,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,2,32,U,1,449845.552444458
41,18,36,2,36,U,1,1891025.0663757324
42,18,36,2,36,U,1,1929787.6358032227
43,18,36,2,36,U,1,1770060.0624084473
44,18,36,2,36,U,1,1693660.020828247
45,18,36,2,36,U,1,1730009.3173980713
46,18,36,2,36,U,1,1883128.8814544678
47,18,36,2,36,U,1,1827796.9360351562
48,18,36,2,36,S,1,970339.7750854492,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,2,36,U,1,1907423.2578277588
50,18,36,2,36,S,1,195534.70611572266,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,20,40,2,40,U,1,8656031.847000122
52,20,40,2,40,U,1,7268237.590789795
53,20,40,2,40,S,1,594691.0381317139,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,2,40,U,1,8115089.178085327
55,20,40,2,40,U,1,7937456.369400024
56,20,40,2,40,U,1,8109515.190124512
57,20,40,2,40,U,1,8044770.956039429
58,20,40,2,40,S,1,2948525.4287719727,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,2,40,U,1,7536286.354064941
60,20,40,2,40,S,1,133837.46147155762,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,22,44,2,44,S,1,13151327.37159729,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
62,22,44,2,44,U,1,32784479.85649109
63,22,44,2,44,U,1,34505659.341812134
64,22,44,2,44,U,1,33235108.852386475
65,22,44,2,44,U,1,34533840.65628052
66,22,44,2,44,U,1,32416421.89025879
67,22,44,2,44,U,1,34671009.77897644
68,22,44,2,44,U,1,33535557.985305786
69,22,44,2,44,U,1,33767683.74443054
70,22,44,2,44,U,1,32875562.90626526
71,24,48,2,48,S,1,14726473.331451416,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
72,24,48,2,48,U,1,145477316.85638428
73,24,48,2,48,U,1,142362704.75387573
74,24,48,2,48,S,1,31596898.078918457,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,2,48,U,1,152586776.0181427
